content,score
"Hati² ya yang mau top up kesini,, jangan top up banyak² nanti dananya gak masuk² giliran di top up sedikit dana langsung masuk, sedikit mencurigakan alasan jaringan sibukk. Ngaco bangeet shopeepay",1
kenapa klaim THR hanya bisa 1x? Padahal periodenya 10 hari.. setidaknya berika 3/4x untuk mengklaim. karena saya liat bnyak yg berbagi tp di batasi... Untuk aplikasinya sendiri tidak ada masalah.,3
saya pertama kali pakai spay. kalau toko sebelah bisa melakukan pembayaran cicilan sekaligus. kok spay gak bisa yah? sy mau bayar cicilan(pertama sampai selesai) sekaligus selalu blank screen. ngulang terus menerus.,3
"Saya tidak pernah telat melakukan pembayaran,juga tidak ada tunggakan giliran mau Ngajukan spinjam ehh di tolak , disuruh bulan depan, semoga bisa teratasi dengan baik,akan saya naikan bintang nya, karena sudah kirim email juga belum ada tanggapan",3
Aplikasinya lemot bikin berat ram hp Orderanya engga ada.... setiap kali bikin peraturan selalu sepihak mmberat kan driver.,1
Transfer nya lelet ke rekening ga masuk refund gabisa. Malah disuruh nunggung sampe besokk!!! Gajelas!!! duit itu urgenttttttt. Saya sbg pengguna shopee pay skrg mending beralih ke apk lain yg GA LELET!!!,1
Ada keterangan mulai 1 November gratis biaya admin untuk pengisian saldo di atas 50 ribu. Tapi kenyataannya sudah berulang kali transaksi isi saldo via bank di atas 50.000 tetap terkena admin bahkan diatas 500000 juga sama.,3
"Mau login jaringan bermasalah terus. Tapi kok bisa jaringan bermasalah, kode otp masuk. Tolong diperbaiki lg dong. Susah amat mau login aja.",5
"buruk sekali.. Boro2 bs menikmati aplikasi,, log in ajaa gk bs samasekali.. Ada apa dgn shopee ini. Padahal sy cuma mau bayar tagihan, tp tetap td bs mau pakai apk shopee apapun juga.. Kayak ny kau tida mau ku byarkan hutang ny ya",1
"Transfer dari shopeepay ke rekening bermasalah, sudah 1x24 jam lebih tapi dana belum di terima Gk bakal pakai aplikasi ini lagi, bakal tak uninstall & tak blokir",1
"Uang saya hilang 648 ribu transaksi QRIS pakai shoope, lapor cs tidak jelas, padahal aplikasi kaya astrapay gagal bayar qris dana langsung balik ini udah 2 mingguan ga ada kabar ga ada dana balik, aplikasi cacat",1
Sangat membantu dalam bertransaksi,5
"secara keseluruhan semuanya bagus, cuman kurang nya dia gampang limit. semoga kedepannya shopeepay ngga ada limit nya yaa..",5
"wah ini apk mantabs kalee,bisa di pake belanja meski nggak premium, buktinya skarang saya sudah beli hp lewat shopeepay dan tanpa harus upgrade premium,waw,biaya admin nya juga lebih Gope doang Sama apk dana,the best lah pokoknya,",5
"Pelayanan buruk banget kecewa pada saat order makanan udah nunggu hampir 30 menit tiba tiba di batalin begitu aja, waktu gw terbuang sia sia woi pelayanan cs juga buruk banget saat melapor kendala cuman di suruh tunggu dan tunggu tapi gada hasil bngsat...",1
"Aplikasi sdh lumayan bagus,hanya kecepatan Browser nya yg masih Lemot terkadang Bug...jadi malas pilih2 produk nya...sistem kerja App nya kurang lancar jaya boss....!!!",4
"Saya tidak pernah telat bayar pinjman dana di shoope pay, tapi saya malah tidak bisa mengajukan pinjaman kembali, dan limit tetap 750.000, padahal dalam jangka waktu 1 bulan 7 hari sudah saya lunasi nominal pinjaman beserta bunganya,masih ada waktu 1 bulan 3 Minggu lagi untuk pelunasan, tapi kenapa tidak bisa mengajukan kembali??? Sudah tidak bisa mengajukan, limitnya tidak naik pula. kenapa bisa hal ini bisa terjadi?????",1
"Sudah lama jadi member, bahkan transaksi penjualan shopee partner dari pertama muncul sampai saat ini aktif, tapi saya tidak mendapat fasilitas apapun dari spay later dibekukan apalagi spinjam, pelit apa gimana ya",1
"Aplikasi bohong .., bilangnya setelah donload aplikasi ini dpt bonus 100 ,ternyata bohong sekali..... Mau cari reting aja harus bohong dulu..",1
Buat shopeepay... saya hanya ingin mengaktifkan sapipay...belum tentu bisa digunakan atau saya gunakan ..dan selalu saja mbulet...kalau memang fiktif mending di fiktif in saja sapipay nya..,1
Gak pernah dapat shopee pinjam aneh sudah 5 bulan ngajuin tulisan ya coba lagi begitu aja trus Ampe kiamat 🤦..payah sistem ya ..GK bisa bedain pembayaran selalu gampang,1
"Maaf aku kasih bintang 4, ini apk nya masih kurang bagus, buat yg klaim link Shopee pay THR cuma bisa 1x harusnya minimal 3x gitu, tapi bagus juga mudah digunakan buat bayar² juga cpet itu aja sih kurang nya semoga bisa diperbaiki 🙏🙏☺️",4
"Saya sangat kecewa karena uang/dana pengembalian pembatalan pesanan tidak bisa kembali , pesan barang tidak dikirim uang tidak kembali ,..HERAN... ini permainan.",1
"Jujur saya atasnama restu riyandhi dan akun saya atas nama restu riyandhi juga yg sedang terjadi masalah soal spaylater sangat kecewa atas sikap pihak shopee yang menurut saya tidak bisa membantu saya dalam menyelesaikan masalah ini,malahan disuruh membayar diluar transaksi saya sendiri.cukup kali ini saja saya dirugikan di shopee,seterusnya tidak akan lgi menggunakan apk ini karena sangat buruk untuk menyelesaikan masalah dari pelanggannya.",1
bagus dan terpercaya,5
"Biasanya pas pengajuan langsung cair,ini harus nunggu 1-3 Hari kerja .Kelamaan,orang butuh dananya sekarang bukan buat nunggu. Padahal pembayaran gapernah telat.",1
"Saya kehilangan uang 50k ketika mau beli kuota baru,dan kebetulan jaringan atau sinyal nya buruk dan pas udah pin kode tiba² kuota nya ga masuk dan uang saya hilang.",1
"Gua pengguna spinjam, cuma telat sekali bayr krn wktu itu msuk rs, tagihan dli lunasi sbelum wktu nya, udah langganan dr dlu padahal, krn tlt sekali shopee gua d bekukan 🥲 udah 2th ini msih juga beku.. please dong bukak lagiiii 🥲 Jgn main bekukan sih harus nyaa.. langganan belanja online gua padhal shopee dr dlu .. gegara item keuangan shopee gua d bekukan jd patah hati bukak shopee lagi 💔",2
"ok sih, kekurangannya minimal isi saldo 100.000 baru tidak kena biaya, .. shopee pay akan jadi ok banget kalo isi saldonya tidak di kenakan biaya tanpa minimal isi saldo",5
ShopeePay pembayaran cepat dan bonus discont pembelian lewat shopee.,5
sangat baik d bagus,5
"Saya punya tagihan yg jatuh tempo tgl 25 , sedangkan mau saya bayar ""system sedang sibuk"" , sekarang jadinya telat dan kena denda , sebegitu kotornya permainanmu ..",1
Pesan shopee food malah kecewa... Resto dengan lancangnya menghapus menu pesanan saya tanpa konfirmasi dulu padahal di menu aplikasi tersedia tidak habis.... Kapok order shopee food mending order gofood...,1
"Spaypinjam dan spayleter sy cuma krn telat bayar dan setelah bayar sy langsung lunasin semua eeh malah di bekukan... Spaypinjam sampai skrg masi di bekukan kalau spayleter dr seklian lama di batasin dan di bekukan kurang lebih 3 thn setelah aktif kembali dan di kasi limit yg sangat kecil, tp ketika mau di gunain lagi untuk pembayaran malah di bekukan lagi... Sangat membingungkan...",2
"Memudahkan pengguna dalam bertransaksi dengan beberapa produk gratis biaya admin dan cashback, hanya saja masih terdapat bug pada sistem seperti bug update",5
"Saya sangat kecewa ,saya sudah sering melakukan pengajuan spinjam tp gak pernah lolos,gk sesuai iklannya,boong banget,dari awal instal sampai hari ini belum pernah berhasil",1
"Aku suka shopeePay, tapi sayang, setiap aqu ajukan saldo pinjaman, shopee Pay menjawab pengajuan anda blm bisa disetujui tnggu bln depan tgl 04 utk ajukan kembali....😆😆😆 Dia yg nawari lewat notifikasi dia pula yg reejeck pengajuan tsb. 😆😆😆 Mungkin Dia mengira aqu tak sanggup utk bayar, atau ngira aku mau nipu diberi pinjaman lantas tdk kembalikan.....😆😆😆😆. Systeeeeeeemm... Systemmm...😆 Tapi tak apalah aku tetap berikan rating yg terbaik buat dia (shopee pay), walaupun dia...titik²",5
bagus dan terpercaya,5
"Kenapa uang dari hasil pengembalian barang tidak dapat digunakan ya(berdalih menggunakan pin sedangkan saya tidak pernah mengisi uang ke shopee 😭 please kalo mau bisnis kalian panjang jangan pernah sedikitpun kalian memakan uang customer apapun itu alasan nya tolong buka pin nya wahai operator shopee 😭, kalian tau sakit hati nya 1 orang jika berdoa jangan kan usah kecil perusahaan besar seperti kalian akan hancur cepat atau lambat, saya tunggu hari ini juga kembalikan uang saya yang ditahan",2
"Mengecewakan,sudah isi pula 50ribu,eh pulsa gk ada masuk, saldo sudah kepotong, pemberitahuan berhasil tidak ada. 1x24jam tidak ada pengembalian dana.",1
Terbantu bgt dgn apk shopeepay ini Transaksi belanja online n bayar² atau transfer makin mudah Ke dpnnya makin ditingkatkan lg ya.. Kalo bisa siy biaya adminnya turunin,5
Spinjam nya tidak bisa di aktivasi sudah verifikasi tapi untuk konfirmasinya macet tidak bisa di klik,2
"Gak terlalu guna sih app nya pake buat belanja aja gak ada bedanya sama pilihan pembayaran lain, belanja di shopee kena biaya penanganan sama admin hd 2rb bedanya sama bank lain apa, isi pun kena admin",3
Saya kasih bintang 1..masa mau log in dg nomor hp yg sdh terdftr sbg akun shopee juga tidak berhasil..loq in dg shopee juga tidak berhasil..jadi apa guna aplikasi shopepay ini kk..trimakssih,1
"Aplikasi parah ,barang banyak yg gak sesuai dengan pesanan ,spaylatter dah 2 tahun isinya cuma 100 di bekukan sampai skrng .padahal belanja & transaksi jalan terus..",2
"Udah 2kali coba beli pulsa di aplikasi yg lain tapi dengan metode pembayaran shope Pay malah loading lama banget sudah masukkan PIN malah disuruh masukkan otp lagi.setelah masukkan otp berhasil malah lama banget dan aku sudah pakai koin shope lagi, entahlah itu bakalan hilang apa enggak tu koin nya",1
"siap daftar dan di terima semua data selama 1 menit aktiv,baru di bekukan...ngak tau ntah apa yg terjadi... tak ada anggin tak ada hujan tiba""di bekukan..Sp pinjam...! jadi yesel daftar..",1
"Shopeepay knapa si skrg kalo mau tf jaringan bermasalah mulu, padahal wifi kenceng. Udah di update segala macem tetep aja kaya gitu, shopee sama shopeepay bermasalah semuanya",2
Misalnya tagihan paylater dirubah sblm deadline kita bisa bayar berapa ajaaa kan enak jadi ga brekk full tagihan supaya meringankan saja... Contoh: Tagihan kita 150k tetapi masih tgh bln ada 75k bayar dulu sisanya sblm tgl 1 jadi cicilan begitu 🙏🙏🙏,5
Sangat membantu.....,5
"Kenapa terlalu banyak potongan ghoib ? Kasian kita yg dari outlet udah naikin harga buat pajak, eh ada potongan lagi yg masuk ke rekening kita, mana ga ada keterangannya lagi.",1
"Transfer ke bank lama, tertulis sedang diproses terus, sudah dijanjikan masuk di jam sekian tapi sudah melewati batas jam tidak masuk, saldo sudah berkurang tapi status masih diproses terus, padahal uang lumayan",1
"tolong lah shoopy pay later kenapa semuanya sudah valid selalu saja tidak bisa, kalo bisa dibilang saya udah malas sekali mau upgrade ke paylater maaf",1
pas gua main game iklan menggangukan gua kasih bintang jelek 1,1
"Pulsa 75k langsung masuk. Giliran 5k 2 kali, malah ga masuk masuk?itu pulsa traveling kemana dlu anj🗿kalo pulsa 5k ga bisa, ya gausah ada opsi pulsa 5k jembud 🗿",1
2 bln pake shopeepay...2 bln jg spinjam sy lgsg gk bs dipake...slama pake shopee biasa aman stlh download aplikasi ini malah gk bs dipake spinjam'a pdhl gk prnh nunggak bayar tepat wkt kdg blm jatuh tempo udh di byr..lama2 makin kesini malah makin kesono...pdhl sering belanja disini...jd makin males pake aplikasi ini,2
"sangat tertolong dg ada nya shopee,dulu saya bisa simpan dulu saldo untuk cicil barang,merasa tertolong sekali dg bisa simpan dulu uang di tagihan barang,skrng hanya shopee simpan pinjam az yg bisa ,ada baik nya kalo ke 2 nya bisa simpan dulu saldo untk cicil barang dan simpan pinjam,jd merasa tdk terlalu berat ketika ada uang saya bayar dulu untuk cicilan barang sebagian,krna cicilan saya banyak 🤭",5
"halo min, ini gimanasihhh, kenapa setiap mau transfer terus mau nambah rekening selalu muncul bacaan ""kamu sudah terlalu sering menambah rekening, mohon coba lagi nanti"" sementara belum pernah transfer sama sekali, tolong bantu dongg",3
Makin kesini semakin parah barang yg di pesan tidak sesuai parah banget..harga dil 37000. Ko Dateng jadi 68500..udah telat barang ak sesuai harga 2kali lipat parah parah,1
"Limit terlalu kecil.. parah.. batal pengajuan ke 2... Limitnya jauh dari keperluan, cman nambah beban saja... Sangat buruk",1
Aku penggemar berat mu Shopie karena mudah untuk melakukan transaksi kapan pun dan dimana pun... tolong jangan kecewakan aku ♥️♥️♥️ syukur ada penghasilan tambahan penghasilan dari mu...I love you pokoknya,5
"Saya pemakai lama shopeepinjam dari tahun 2020, limitku sudah 20 juta lebih, soal syarat dan ketentuan sudah ngerti diluar kepala, udah ngalami dari batas terkecil pinjaman dari 200 rb, jadi 1.250.000 dan skrang jd 500 rb. sudah pakai 4 tahun bunga tetap 3,95% perbulan, gak ada itu bunga 1,95% perbulan, bohong itu, dengan bunga 3,95% untuk pinjaman kecil tenor 3 bulan bolehlah tapi untuk nominal besar ngeri bunganya.",2
Sangat membantu ketika ada kebutuhan mendadak..pencairannya sangat cepat..tapi tolong dong kk bunganya lebih ringan lagi😀🙏🙏,5
"Aplikasi bagus,sayang pay later saya dibekukan",1
"sangat mudah untuk semua nya,dari belanja barang2,beli pulsa,beli token listrik,dll.. pokok nya sangat mudah sekali,gak pake ribet,dan juga dapat di percaya.",5
"Dapat tawaran spinjam terus tiap buka apliaksi shoppe udah lebih dr 2 thn ,tiap di aktivasi g pernah d setujui.. Pdhl udah sering belanja sma pemakaian menu lainnya..kali kali setujui donk spinjam nya🙏",3
Selamat malam. Tolong dong Untuk topup saldo lewat Indomaret Di gratiskan tanpa kena admin dengan di kasih jatah 5kali dalam sebulan. Jika melewati dari 5kali topup saldo shopeepay barulah kena admin Rp1500 . Mohon di kabulkan ya tim shopee,5
"Sebenernya aplikasi gunanya apa ya? Padahal udah nempel juga diaplikasi shopee, jadi selama aplikasi shopee ada terinstall, jadi buat apa instal aplikasi shopee pay, penuh2 in memori aja",4
Kak kenapa Shopee sekarang melakukan S-Pinjam kok gak langsung Cair yaaa padahal bayarnya gak pernah telat. Syaa ngajuin dari jam 1 siang sampai sekarang belom ada pencairan malah menunggu 3hari kerja. Gak bisa dibuat kepepet. Biasanya selalu cair gak Sampek 10 menit Tolong tingkatkan lagi ya kakkk,4
"Sangat puas banget ada shopeepay...apa "" bisa beli bisa kredit jg LBH murah dn gampang ...tp ko sekarang beli perhiasaan jd gak bisa pke spayleter ...pdhl aq berapa lancar trs bayar nya ..klw misal orang lain yg GK bener ..coba deh klw yg lancar d mudahkan LG dn penambahan limit nya 🙏🙏",4
"Membantu banget dalam aktivitas belanja di Shopee, kalo bisa koin reward nya di tambah tiap transaksi dong, biar makin semangat, hehehe , terima kasih Shopee",5
"SYSTEM GA JELAS. ISI PULSA GA BISA, MALAH DIANGGAP TINDAKAN MENCURIGAKAN. PADAHAL NOnya SESUAI SAMA YANG DIDAFTARIN DI AKUN.",1
kenapa spyleter saya di bekukan padahal uda stor lunas,1
sangat bermanfaat good,5
ngebantu banget buat keperluan ngedadak,5
B1 dulu soalnya mau transfer ke bank ribet. Setelah menambahkan akun bank untuk disimpan selalu dapat notif terlalu sering menambahkan akun bank.. padahal baru 1 kali menambahkan akun bank. MAAF MASIH ENAKAN APLIKASI LAIN MAU NAMBAHIN 5 LEBIH AKUN BANK GAK KENA NOTIF KAYA DI SHOPEEPAY,1
"Aplikasi terblunder, katanya pembelian pulsa memalui shopeepay dot cashback, tp dihubungi ke cs shopee katanya tidak ada pembelian menggunakan voucher pdhl sdh saya ss kan diaplikasi voucher sdh terpakai, tp diaplikasi shopee pesanan sy tidak ada. Blunder bgt lah aplikasi shopee ini",1
Mempermudah saat ke jepit..dengan fitur fiturnya kita bisa lebih mudah melakukan transaksi,5
"kenapa dapet limmite payllater sedikit ya . padahal sudah belanja sering ampir setiap hari , malah paylatter namanya segitu segitu aja , gimana mau pakai cicilan paylatternya buat beli electronic dll .",5
bagus dan saya puas,5
Pelayanan bagus banget untuk dompet digital 👍🏻✅,5
"Belum ada pengalaman baru akan mualai transaksi,kenapa sayq kasih bintang 5,karena memudahkan untuk saya belanja,karena selama inii selalu belanja kas",5
"Sering belanja dan bayar kalo cicilan selalu tepat waktu tapi kenapa LIMIT SPAYLATER nya cuman dikasih mentok 300rb kagak naik naik woy. Sementara LIMIT GOPAYLATER ku dari TOKOPEDIA dikasih sudah mencapai Rp16.800.000,-",1
Aplikasi ini bagus ada pembayaran diluar daerah bukan saya yang pake gagal.. dan sekarang saya ga bisa memproses pembayaran karena keamanan.. bagus si.. kan ada aplikasi shopee satunya.. semoga ga dihack orang lagi.. terpaksa aplikasi yang ini saya uninstall,5
"Untuk sekarang ku kasih bintang 2 dulu, tolong benerin tuh kode otpnya, masih banyak itu yang eror, gw dulu minta kode otp tapi pas masuk diakhirnya ada angka 0 nya udah gitu pas gw mau masukin kode nya malah ga ada angka 0 nya, udah gitu gw mintanya jam 18.55 ehh masuknya jam 23.34 bukannya nge banding bandingin tapi di aplikasi lain, gw minta kode otp langsung masuk tuh sat set secara otomatis, emang dikira nunggu itu enak? Nunggu 5 menit 10 menit 30 menit masih oke la, itu berjam jam 4nj in9",2
Tolong diperbaikin shopeepaynya yang pindah akun lupa atau hilang no.yang terdaftar sebelumnya tolong direset Dari pihak shopeepaynya verifikasi k.t.pnya biar masuk ke akun Baru Dan no.Baru tolonglah shopeepaynya diperbaiki ditingkatkan akun lama ya dihapus terus digantikan Dengan akun Baru no.Baru Dan identitas lama dipindah keakun Baru jangan dipersulit begitu dong,1
"Paket dinyatakan hilang begitu saja. Gak ada tanggung jawabnya sama sekali, cuma minta maaf sama refund uang pembayaran pembeli. Benar-benar jelek. Sudah gak bisa dijadikan jujukan belanja online. Makin lama bukannya makin bagus tapi makin jelek, parah. Mending belanja di Lazada aja.",1
"Utk belanja bagus tp sayang kebijakan nya kurang detail, masak saya belanja tidak sesuai di kembalikan dlm cod cuma 2x, akun sudah di batasi Tidak bisa cod lg, selama 60hari pulak itu 😩🤣 Luarr biasaa 🤦‍♀️",3
Aktivasi saya di tolak sebanyak 2x dengan alasan yang tidak pasti dan saya merasa di permainkan mohon pihak playstore untuk meninjau kembali apk seperti ini yang hanya mempermainkan consumen,1
"Tf 10K ke shppepay, transaksi berhasil, saldo kepotong tpi gamasuk kocak",1
"transaksi saya batalkan karena loading melulu, ga beres beres, tapi koin shoppe saya terpotong, edan, pengen chat shoppepay, tambah edan, susah banget masuknya, kaya disengaja untuk susah komplain. ga cocok buat sinyal yg lagi jelek, jangan transaksi apapun guys, ini APK jelek",1
"Sy ad beli pulsa di promonya blng dpt cashback 100% tp setelah pencet gak dpt, mustinya aplikasi ad notif jika emng promo untuk pengguna baru yg blm ngerti (automatic pasang promo),",1
"Saya sudah lama memakai shopee pay, Sungguh sangat membantu saya dalam segala hal,membayar apapun sangat mudah, apalagi transfer sangat cepat dan gratis lagi, pokoknya shopee pay sangat memuaskan 👍👍😘",5
"ShopeePay koin ny gk bisa di klaim,katanya cek in sampai 7 hari dapat koin 50 rb tapi pas 7 hari gk bisa di klaim",4
Jadi mirip Gopay Transfer. Hanya saja bunga nya masih rendahan Gopay Transfer. Kalau bisa sih lebih bagus nya ada untuj Tenor cicilan 24 bulan untuk ke depannya. Agar bisa mengalahkan fitur cicilan dari Gopay Tranafer tsb.,5
"Beberapa kali telat bayar tagihan.. Setelah selesai tidak bisa mengajukan kembali... Prosesnya lama.. Padahal sudah di bayar lunas, Ini sudah 3 bulan lebih akun masih di bekukan..",1
"Beneran kecewa saya,karna selama saya memakai spaylater dan untuk pembayaran selalu tepat waktu tidak pernah telat, sampai sekarang n detik ini spaylater saya masih di bekukan astaga shopee sope kacau.",1
Sangat kecewa saya pengguna Shopee sudah lamaa akhirnya download shopeepay saya kira lebih praktis ternyata sering eror padahal urgent tolong ditingkatkan lagi kualitasnya.,1
"Utk top up dana di shope .. kalo utk buru² mau belanja lebih baik jangan... Karena top up di shope paling lemot.. Dana susah masuk , meskipun uda buat laporan.. masuk nya 5-6hr kemudian.",1
"transfer ke bank masa estimasi nya satu hari, statusnya sedang dalam proses terus, dibatalin gak bisa, chat customer service juga cuma disuruh nunggu, padahal duit nya dibutuhin cepet",2
saya suka memakai Shopee pay... tapi saya gak bisa upgrade ke shope plus karena KTP saya udah terdaftar ke spopee plus lama saya yang udah hilang. bagai mana cara saya bisa upgrade ke Shopee plus baru ya..dengan KTP yang sama..mkasih,5
Suka banget dengan payment yang satu ini memudahkankan dan meringankan pembayaran saya dengan paylater sehingga tidak ada lagi keterlambatan.terima kasih shopeepay,5
Untuk tf sangat oke karena gratis begitu juga dengan isi saldo juga oke. Tapi tolong untuk bukti transaksi bisa di share.,5
Mempermudah transaksi di shopee dengan berbagai kemudahan+promo+bonus yg ditawarkan. Moga fitur+safety id shopee pay terus ditingkatkan demi kenyamanan kita sbg pengguna👍👍👍👍Bravo & keep on S-Pay.,5
"Pembayaran dan cicilan tdk Telat dan selalu tepat waktu sebelum jatoh tempo, mengajukan kembali pinjaman malah responnya telek. Gagal dan coba lagi bulan depan..!!!! Permainan orng dalam byk koruptor. @#$&-+@#🙃😒🤬",1
"Tolong di bantu kenapa akun spoeepay saya tidak bisa masuk, padahal no msh aktif. Ad Kode OTP unt masuk, setelahnya akun tidak di temukan, percuma top up,to tidak bisa login",5
"Ngakak asli, katanya gratis transfer ke ewallet manapun, tapi minimal top up 11rb, pas sudah terkirim masuknya di gopay cuma 10rb, itu namanya bukan gratiss wkk bayar itu 1000, gk osah bikin iklan gratis transfer ewallet hahahaha",1
"Sudah ber bulan bulan ajukan pay later selalu gagal,, tpi belanja trus2an kirain dengan belanja tiap hari akan ada hasil nya,, tpi aneh nya yg baru2 bisa lolos. **",2
"Aplikasi sangat membantu,, saya pengajuan spinjam sudah 2X Alhamdulillah selalu terproses dengan cepat, dan mudah dalam melakukan pengiriman",5
Bagus cuman bunga spinjam saya gak sesuai yang tertera di promo nya .tolong di tinjau kembali..karna terlalu tinggi. Berbeda dengan punya teman saya..kenapa ya..🤔🤔,5
"saya kemarin coba donlod tapi gak bisa masuk alasan masalah jaring sekarang saya coba lagi kalau bisa tak kasik bintang 5 kalau gak bisa terpaksa saya hapus ma, af ya",2
"katanya gratis top up,eh taunya kena potongan 1000,,top up 1.200.000 yang masuk cuma 1.199.000. sudah harga mahal, lebih enak pakai gopay banyak promonya. auto uninstal",1
"Mempermudah Transaksi Sangat Membantu Dalam berbelanja online dan online 👍👍 Terima Kasih Shopee Pay /QRIS Playlater,pertahankan sistem nya ya.",5
semog lebih baik,5
knoah saya ga bisa transfer.alsanya aph,1
Tranfer ke semua bank gampang dan gratis tidak ada biaya admin.. Hanya tidak bisa langsung mengirimkan bukti transfer.. Harus di Secreen/capture dulu.. Di upgrade lagi ya.. 🙏,4
"sejauh ini masih aman fiturnya. hanya saja, belom ada fitur untuk ganti nama ID shoppe nya. karena aq pgen ganti nama ID shoopeenya. nti klo sudah ada fitur bisa ganti nama ID shoppe, aq tambahin lg yaaakk Bintangnya. thanks shopeee ❤️",4
"Saya kasih bintang 4 karna saya tdk dpt acc untuk peminjaman, maaf sebelumnya dan saya sudah log out apk ini saya harap data saya tdk di salah gunakan terimakasih 🙏🏻",4
"Shopepay sangat membantu dalam hal transaksi, rekomendasi yang pengen transaksinya mudah dan juga mudah di pahami.",5
"Sesekali make aplikasi ini gak ada kendala, lama"" kok ada notif dari shopee pay pembayaran gagal terus padahal gak lagi transaksi apa pun jadi takut makenya",1
Saya pengguna Shope pinjam dan paylatter tpi skrng udh jrang ada promo tanpa potongan bunga biasa nya stiap bulan ada ya lmyan kn klo gda potongan bunga walau bayar bulanan sama harap di pertimbangkan itu saja keluh kesah saya untuk shopee pinjam krna saya membayar sllu tepat wktu bahkan sblm jatuh tempo saya sudah melunasi nya ini keluh kesah saya pribadi terimakasih,3
Katanya download shopee pay bisa dapat saldo shopee 40rb. Tapi kok gak ada yg masuk.. kalo gini mending uninstall aja aplikasinya.,3
Kenapa tiap kali cekout saat proses pembayaran loading terus dan akhirnya gagal. 3 hari ini sudah begitu. Ga satupun cekout berhasil saya bayar.,5
"Pengajuan Spaylater belum di setujui, ""coba lagi nanti. Percuma dapat voucher Spaylater, tidak dapat di gunakan. Saya kasih ratting full, bila nanti di setujui. 👍",1
"Aplikasinya bagus. tapi sayangnya saat melakukan top up udah kena biaya admin, trus saldo masuk juga masih kena biaya admin jadi doubel kena adminya. hedeeeeh 🤦🤦",3
Bayar angsuran mobil JACCS MPM finance gak bisa-bisa udah 2 bulan dicoba. ANEH!!! Jadi percuma ada cashback kalau ga bisa menu nya,1
"Sering melakukan transaksi pakai Shopee Pay baik transfer,, beli barang di Shopee dan selalu ada promo pemberitahuan buat aktifkan Spinjam tp selalu ditolak..dan suruh kembali di bulan depan... Kapok jadinya mau aktifkan Spinjam takut ditolak lagi",1
luar baiasa sangat membantu gak capek lagi keluar belanja atau beli pulsa dll.sekarang jadi mudah dan hemat selama saya pakai Shopee Pay semoga kedepannya lebih mantaap lagi terimakasih sukses dan sehat selalu😊,5
"Transaksinya super mantap, tapi tolong jika bisa di tambahkan fitur top up dompet digitalnya juga dong biar lebih lengkap👍",5
"good apps , berfungsi dengan baik",5
Saya sudah lama lunas spaylater dan spinjam Tapi akun spaylater sama spinjam saya di nonaktifkan sudah lama juga lunas Makin kesini makin rumit Saya kasih bintang 5 supaya bisa di perbaiki sistem dan saya bisa menggunankan limit saya lagi,5
"Halo min, ko setiap saya mau menyambungkan metode pembayaran di shopee pay selalu keterangan nya 'sistem bermasalah' terus ya? Mohon konfirmasi nya. Padahal limit spaylater saya tersedia",2
"Aplikasi ga jelas, transfer e-wallet lambat. Awalnya bilang nunggu 1 jam, terus di suruh nunggu lagi 1×24 jam. Minta pengembalian dana ga dikasih, harus nunggu lagi 1×24 jam. Jangan di download guys, kalau mau download jangan coba-coba top up e-wallet pake aplikasi ini",1
Terima kasih banyak Shopee telah membantu finansial saya ini pengalaman yg paling the best,5
"Isi shopeepay ga masuk2 padahal status transfer berhasil dan saldo atm kepotong, pelayanan lelet bgt masa harus nunggu 1x24 jam sdgkan ini kesalahan di pihak shopee harusnya bisa dipercepat jgn sampai bikin kecewa dan merugikan orang",1
Saya pengguna baru merasakan baik buruknya...dan begitu susah dalam pengajuan padahal saya siap menanggung kewajiban yang d bebankan.terimakasih atas peluangnya.,3
"Sangat disayangkan shopeepay tidak ada fitur transfer e-wallet gopay, semoga kedepan ada fitur ini agar transfer ke e-wallet tanpa hambatan :)",3
Sayangnya Akun Saya tidak bisa Pinjam Uqng di PayLater,4
"Masih gagal kak dipengajuan nya semoga bisa diperbaiki akun saya oleh pihak shopee,agar bisa mengajukan payleter nya,namun saya kasih kak bintang 5 karena customer service nya sangat cepat baik merespon keluh kesah customer",5
"Aplikasi Shopee sangat bagus dan bermanfaat untuk kami belanja, dan tersedia juga paylatter meski dana pinjaman berupa uang belum bisa digunakan, sejauh ini saya sangat puas..",5
"Maaf buat shopepay, kalo misalkan aplikasi sedang offline atau sedang terkendala bisa tidak info dulu ke customer, saya top up shopepay belum masuk masuk..",5
"Download ini karena ada promo di app shopee katanya dapet bonus setelah install app ini, tapi ketika sedang memasukkan kode referral tiba2 ke skip sendiri dan ga bis claim bonusnya, nyesel udah download 👎",1
"Giliran lagi ndk butuh spinjam, limit di tambah terus,giliran pas butuh dana spinjam buat tambah biaya persalinan eh malah ndak cair-cair proses lama sekali. Enakan dulu tiap butuh langsung cair hitungan detik.. Sekarang gila lama sekali, pas lagi butuh cepat percumah kalok sdh terlanjur mengajukan.mau di batalin juga tdk bisa. 😖 @revisi bintang sya tmbh. Setelah nunggu dr pagi,malemnya baru cair.nunggu sktr 12jam. Mohon di perbaiki lg.kalok butuh mendadak bener-bener urgen kasian. Terimakasih",4
Baru daftar udah masuk udh dapet limite 300rb tapi nggak bisa dipake sama skali buat beli pulsa beli barang atau belanja di shopeenya langsung.,1
